#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
276657	5663	7087	111642	112942	-	-	PSEN1	ICAM5	AD3|FAD|PS-1|PS1|S182	TLCN|TLN	Two-hybrid	physical	Annaert WG (2001)	PUBMED:11719200	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q9UMF0	Q8N6I2	NP_003250	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276658	5663	7087	111642	112942	-	-	PSEN1	ICAM5	AD3|FAD|PS-1|PS1|S182	TLCN|TLN	Reconstituted Complex	physical	Annaert WG (2001)	PUBMED:11719200	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q9UMF0	Q8N6I2	NP_003250	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276988	5663	8502	111642	114074	-	-	PSEN1	PKP4	AD3|FAD|PS-1|PS1|S182	p0071	Affinity Capture-Western	physical	Stahl B (1999)	PUBMED:10092585	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q99569	-	NP_001005476|NP_001364154|NP_001364153|NP_001364152|NP_001364151|NP_001291898|NP_001364150|NP_001364148|NP_001364155|NP_001364149|NP_001291899|NP_003619|NP_001364147|NP_001291900	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276989	5663	8502	111642	114074	-	-	PSEN1	PKP4	AD3|FAD|PS-1|PS1|S182	p0071	Reconstituted Complex	physical	Stahl B (1999)	PUBMED:10092585	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q99569	-	NP_001005476|NP_001364154|NP_001364153|NP_001364152|NP_001364151|NP_001291898|NP_001364150|NP_001364148|NP_001364155|NP_001364149|NP_001291899|NP_003619|NP_001364147|NP_001291900	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276990	5663	8502	111642	114074	-	-	PSEN1	PKP4	AD3|FAD|PS-1|PS1|S182	p0071	Two-hybrid	physical	Stahl B (1999)	PUBMED:10092585	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q99569	-	NP_001005476|NP_001364154|NP_001364153|NP_001364152|NP_001364151|NP_001291898|NP_001364150|NP_001364148|NP_001364155|NP_001364149|NP_001291899|NP_003619|NP_001364147|NP_001291900	-	-	-	-	-	-	Homo sapiens	Homo sapiens
280952	30818	5663	119042	111642	-	-	KCNIP3	PSEN1	CSEN|DREAM|KCHIP3	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Buxbaum JD (1998)	PUBMED:9771752	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y2W7	A0A024RE22	NP_001030086|NP_038462	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
281402	5663	55294	111642	120581	-	-	PSEN1	FBXW7	AD3|FAD|PS-1|PS1|S182	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	Affinity Capture-Western	physical	Li J (2002)	PUBMED:12354302	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q969H0	S4R3U4|G0Z2K0	NP_001013433|NP_361014|NP_060785|NP_001243998	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282071	51107	5663	119296	111642	RP4-790G17.3	-	APH1A	PSEN1	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3|FAD|PS-1|PS1|S182	Co-fractionation	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282072	5663	51107	111642	119296	-	RP4-790G17.3	PSEN1	APH1A	AD3|FAD|PS-1|PS1|S182	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-Western	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282073	5663	5664	111642	111643	-	-	PSEN1	PSEN2	AD3|FAD|PS-1|PS1|S182	AD3L|AD4|CMD1V|PS2|STM2	Affinity Capture-Western	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	P49810	-	NP_036618|NP_000438	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282074	5663	23385	111642	116961	-	RP11-517F10.1	PSEN1	NCSTN	AD3|FAD|PS-1|PS1|S182	ATAG1874	Affinity Capture-Western	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282075	51107	5663	119296	111642	RP4-790G17.3	-	APH1A	PSEN1	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282079	23385	5663	116961	111642	RP11-517F10.1	-	NCSTN	PSEN1	ATAG1874	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282773	5663	596	111642	107068	-	-	PSEN1	BCL2	AD3|FAD|PS-1|PS1|S182	Bcl-2|PPP1R50	Two-hybrid	physical	Alberici A (1999)	PUBMED:10521466	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	P10415	A0A024R2B3|A0A024R2C4	NP_000624|NP_000648	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282774	596	5663	107068	111642	-	-	BCL2	PSEN1	Bcl-2|PPP1R50	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Alberici A (1999)	PUBMED:10521466	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P10415	A0A024R2B3|A0A024R2C4	NP_000624|NP_000648	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
283015	51107	5663	119296	111642	RP4-790G17.3	-	APH1A	PSEN1	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Lee SF (2002)	PUBMED:12297508	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
283019	23385	5663	116961	111642	RP11-517F10.1	-	NCSTN	PSEN1	ATAG1874	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Lee SF (2002)	PUBMED:12297508	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
286306	29979	5663	119007	111642	-	-	UBQLN1	PSEN1	DA41|DSK2|PLIC-1|UBQN|XDRP1	AD3|FAD|PS-1|PS1|S182	Two-hybrid	physical	Mah AL (2000)	PUBMED:11076969	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UMX0	A0A024R258|A0A024R284	NP_444295|NP_038466	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
286308	29979	5663	119007	111642	-	-	UBQLN1	PSEN1	DA41|DSK2|PLIC-1|UBQN|XDRP1	AD3|FAD|PS-1|PS1|S182	Reconstituted Complex	physical	Mah AL (2000)	PUBMED:11076969	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UMX0	A0A024R258|A0A024R284	NP_444295|NP_038466	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
286365	999	5663	107434	111642	-	-	CDH1	PSEN1	Arc-1|CD324|CDHE|ECAD|LCAM|UVO	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Georgakopoulos A (1999)	PUBMED:10635315	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P12830	-	NP_001304113|NP_001304115|NP_004351|NP_001304114	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
286366	5663	1495	111642	107876	-	-	PSEN1	CTNNA1	AD3|FAD|PS-1|PS1|S182	CAP102	Affinity Capture-Western	physical	Georgakopoulos A (1999)	PUBMED:10635315	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	P35221	B4DU00|G3XAM7|B4DKT9	NP_001310931|NP_001894|NP_001310936|NP_001310937|NP_001310934|NP_001310935|NP_001310932|NP_001310933|NP_001310930|NP_001310928|NP_001310911|NP_001310912|NP_001310913|NP_001310914|NP_001310915|NP_001310916|NP_001310939|NP_001277236|NP_001310919|NP_001310938|NP_001310917|NP_001310921|NP_001310920|NP_001310923|NP_001310922|NP_001310925|NP_001310924|NP_001310927|NP_001310926|NP_001310929|NP_001277241|NP_001310918|NP_001310942|NP_001310941|NP_001310940|NP_001277239|NP_001277238	-	-	-	-	-	-	Homo sapiens	Homo sapiens
287094	23385	5663	116961	111642	RP11-517F10.1	-	NCSTN	PSEN1	ATAG1874	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Yu G (2000)	PUBMED:10993067	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
288252	55851	5663	120953	111642	MDS033	-	PSENEN	PSEN1	MSTP064|PEN-2|PEN2	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Steiner H (2002)	PUBMED:12198112	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302412	5663	4851	111642	110913	-	-	PSEN1	NOTCH1	AD3|FAD|PS-1|PS1|S182	AOS5|AOVD1|TAN1|hN1	Affinity Capture-Western	physical	Ray WJ (1999)	PUBMED:10077672	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	P46531	-	NP_060087	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302981	6934	5663	112795	111642	RP11-357H24.1	-	TCF7L2	PSEN1	TCF-4|TCF4	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Palacino JJ (2001)	PUBMED:11504726	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQB0	E2GH26|Q6FHW4|B4DJZ2|E2GH16|E2GH18|C6ZRK5|C6ZRJ7|E2GH13|C6ZRJ9|C6ZRK2|C6ZRK1	NP_001139746|NP_001139755|NP_001185458|NP_001139757|NP_001139756|NP_001185455|NP_001139758|NP_001185457|NP_001185456|NP_110383|NP_001185460|NP_001185454|NP_001185459	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302982	30818	5663	119042	111642	-	-	KCNIP3	PSEN1	CSEN|DREAM|KCHIP3	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Kashiwa A (2000)	PUBMED:10854253	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y2W7	A0A024RE22	NP_001030086|NP_038462	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302986	5663	598	111642	107070	-	RP5-857M17.3	PSEN1	BCL2L1	AD3|FAD|PS-1|PS1|S182	BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS	Two-hybrid	physical	Passer BJ (1999)	PUBMED:10446169	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q07817	Q5TE63	NP_612815|NP_001309171|NP_001309169|NP_001309168|NP_001304850|NP_001182|NP_001304849|NP_001304848	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302987	5663	9709	111642	115060	-	-	PSEN1	HERPUD1	AD3|FAD|PS-1|PS1|S182	HERP|Mif1|SUP	Affinity Capture-Western	physical	Sai X (2002)	PUBMED:11799129	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q15011	A4UAE9|Q53FP9	NP_055500|NP_001259032|NP_001010989	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302988	1499	5663	107880	111642	OK/SW-cl.35	-	CTNNB1	PSEN1	CTNNB|MRD19|armadillo	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Murayama M (1998)	PUBMED:9738936	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P35222	B4DGU4|A0A024R2Q3	NP_001091680|NP_001091679|NP_001895|NP_001317658	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302989	2081	5663	108391	111642	-	-	ERN1	PSEN1	IRE1|IRE1P|IRE1a|hIRE1p	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Katayama T (1999)	PUBMED:10587643	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75460	-	NP_001424	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302990	5663	1500	111642	107881	-	-	PSEN1	CTNND1	AD3|FAD|PS-1|PS1|S182	CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	Two-hybrid	physical	Tanahashi H (1999)	PUBMED:10208590	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	O60716	-	NP_001078931|NP_001078930|NP_001078933|NP_001078932|NP_001078935|NP_001078934|NP_001078937|NP_001078936|NP_001078938|NP_001322|NP_001193816|NP_001193817|NP_001193814|NP_001193815|NP_001193812|NP_001193813|NP_001193818|NP_001193819|NP_001078927|NP_001078928|NP_001078929|NP_001193820	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302991	5663	1500	111642	107881	-	-	PSEN1	CTNND1	AD3|FAD|PS-1|PS1|S182	CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	Reconstituted Complex	physical	Tanahashi H (1999)	PUBMED:10208590	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	O60716	-	NP_001078931|NP_001078930|NP_001078933|NP_001078932|NP_001078935|NP_001078934|NP_001078937|NP_001078936|NP_001078938|NP_001322|NP_001193816|NP_001193817|NP_001193814|NP_001193815|NP_001193812|NP_001193813|NP_001193818|NP_001193819|NP_001078927|NP_001078928|NP_001078929|NP_001193820	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302992	5663	1500	111642	107881	-	-	PSEN1	CTNND1	AD3|FAD|PS-1|PS1|S182	CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	Affinity Capture-Western	physical	Tanahashi H (1999)	PUBMED:10208590	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	O60716	-	NP_001078931|NP_001078930|NP_001078933|NP_001078932|NP_001078935|NP_001078934|NP_001078937|NP_001078936|NP_001078938|NP_001322|NP_001193816|NP_001193817|NP_001193814|NP_001193815|NP_001193812|NP_001193813|NP_001193818|NP_001193819|NP_001078927|NP_001078928|NP_001078929|NP_001193820	-	-	-	-	-	-	Homo sapiens	Homo sapiens
302993	5663	4137	111642	110308	-	-	PSEN1	MAPT	AD3|FAD|PS-1|PS1|S182	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	Co-fractionation	physical	Takashima A (1998)	PUBMED:9689133	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	P10636	B3KTM0|A0A024R9Y1|A0A024RA17|A0A024RA19|A0A024R9Y0	NP_001364195|NP_001364194|NP_005901|NP_001364197|NP_001364196|NP_058519|NP_058518|NP_001190181|NP_001190180|NP_001116538|NP_001116539|NP_058525	-	-	-	-	-	-	Homo sapiens	Homo sapiens
304707	5663	80333	111642	123244	-	-	PSEN1	KCNIP4	AD3|FAD|PS-1|PS1|S182	CALP|KCHIP4	Two-hybrid	physical	Morohashi Y (2002)	PUBMED:11847232	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q6PIL6	A8K4N3|Q3YAB7	NP_001030175|NP_001030176|NP_671712|NP_671710|NP_671711|NP_079497	-	-	-	-	-	-	Homo sapiens	Homo sapiens
304807	5663	10519	111642	115774	-	-	PSEN1	CIB1	AD3|FAD|PS-1|PS1|S182	CIB|CIBP|KIP1|PRKDCIP|SIP2-28	Two-hybrid	physical	Stabler SM (1999)	PUBMED:10366599	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q99828	-	NP_001264693|NP_006375	-	-	-	-	-	-	Homo sapiens	Homo sapiens
321742	7189	5663	113041	111642	-	-	TRAF6	PSEN1	MGC:3310|RNF85	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Powell JC (2009)	PUBMED:19012753	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y4K3	-	NP_004611|NP_665802	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
