#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
796500	51107	55851	119296	120953	RP4-790G17.3	MDS033	APH1A	PSENEN	6530402N02Rik|APH-1|APH-1A|CGI-78	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796505	5663	55851	111642	120953	-	MDS033	PSEN1	PSENEN	AD3|FAD|PS-1|PS1|S182	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796510	5664	55851	111643	120953	-	MDS033	PSEN2	PSENEN	AD3L|AD4|CMD1V|PS2|STM2	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49810	-	NP_036618|NP_000438	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796515	83464	55851	123659	120953	UNQ688/PRO1328	MDS033	APH1B	PSENEN	APH-1B|PRO1328|PSFL|TAAV688	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8WW43	-	NP_112591|NP_001139118	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892517	55851	7056	120953	112914	MDS033	-	PSENEN	THBD	MSTP064|PEN-2|PEN2	AHUS6|BDCA3|CD141|THPH12|THRM|TM	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	P07204	-	NP_000352	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950748	55851	11160	120953	116331	MDS033	UNQ2441	PSENEN	ERLIN2	MSTP064|PEN-2|PEN2	C8orf2|Erlin-2|NET32|SPFH2|SPG18	Affinity Capture-MS	physical	Teranishi Y (2012)	PUBMED:22771797	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	O94905	-	NP_009106|NP_001003791|NP_001003790	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950752	55851	11160	120953	116331	MDS033	UNQ2441	PSENEN	ERLIN2	MSTP064|PEN-2|PEN2	C8orf2|Erlin-2|NET32|SPFH2|SPG18	Affinity Capture-Western	physical	Teranishi Y (2012)	PUBMED:22771797	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	O94905	-	NP_009106|NP_001003791|NP_001003790	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032039	51107	55851	119296	120953	RP4-790G17.3	MDS033	APH1A	PSENEN	6530402N02Rik|APH-1|APH-1A|CGI-78	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Suzuki Y (2009)	PUBMED:19376115	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1059520	51107	55851	119296	120953	RP4-790G17.3	MDS033	APH1A	PSENEN	6530402N02Rik|APH-1|APH-1A|CGI-78	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Sato T (2007)	PUBMED:17911105	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1104860	55851	51107	120953	119296	MDS033	RP4-790G17.3	PSENEN	APH1A	MSTP064|PEN-2|PEN2	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-Western	physical	Yonemura Y (2011)	PUBMED:22074918	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1104861	55851	23385	120953	116961	MDS033	RP11-517F10.1	PSENEN	NCSTN	MSTP064|PEN-2|PEN2	ATAG1874	Affinity Capture-Western	physical	Yonemura Y (2011)	PUBMED:22074918	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1104862	55851	5663	120953	111642	MDS033	-	PSENEN	PSEN1	MSTP064|PEN-2|PEN2	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Yonemura Y (2011)	PUBMED:22074918	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1104863	55851	5664	120953	111643	MDS033	-	PSENEN	PSEN2	MSTP064|PEN-2|PEN2	AD3L|AD4|CMD1V|PS2|STM2	Affinity Capture-Western	physical	Yonemura Y (2011)	PUBMED:22074918	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	P49810	-	NP_036618|NP_000438	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1105132	54103	55851	119901	120953	tcag7.1314	MDS033	GSAP	PSENEN	PION	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	He G (2010)	PUBMED:20811458	9606	9606	Low Throughput	-	-	-	-	BIOGRID	A4D1B5	-	NP_059135	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1438218	10488	55851	115751	120953	-	MDS033	CREB3	PSENEN	LUMAN|LZIP|sLZIP	MSTP064|PEN-2|PEN2	Two-hybrid	physical	Yu H (2011)	PUBMED:21516116	9606	9606	High Throughput	-	-	-	-	BIOGRID	O43889	-	NP_006359	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2399201	51107	55851	119296	120953	RP4-790G17.3	MDS033	APH1A	PSENEN	6530402N02Rik|APH-1|APH-1A|CGI-78	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Kuo LH (2008)	PUBMED:18667537	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2399204	23385	55851	116961	120953	RP11-517F10.1	MDS033	NCSTN	PSENEN	ATAG1874	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Kuo LH (2008)	PUBMED:18667537	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2561747	8626	55851	114181	120953	-	MDS033	TP63	PSENEN	AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L	MSTP064|PEN-2|PEN2	Positive Genetic	genetic	Abraham CG (2018)	PUBMED:30232004	9606	9606	Low Throughput	-	-	CRISPR GI screen|Cell Line: H226|Experimental Setup: Positive Selection Screen|GIST: A-phenotypic positive genetic interaction|Library:  GeCKOv2|Significance Threshold: at least two sgRNAs with significant changes of 2-fold or greater; p < 0.05	-	BIOGRID	Q9H3D4	-	NP_001108454|NP_001108452|NP_001108453|NP_001108450|NP_001108451|NP_003713	Q9NZ42	-	NP_758844|NP_001268461	PATO:0000169|HP:0001507	viability|Growth abnormality	phenotype|phenotype	-|-	-|-	-|-	Homo sapiens	Homo sapiens
2600217	55851	5663	120953	111642	MDS033	-	PSENEN	PSEN1	MSTP064|PEN-2|PEN2	AD3|FAD|PS-1|PS1|S182	Biochemical Activity	physical	Ahn K (2010)	PUBMED:21115843	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2701271	5663	55851	111642	120953	-	MDS033	PSEN1	PSENEN	AD3|FAD|PS-1|PS1|S182	MSTP064|PEN-2|PEN2	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2720151	6555	55851	112444	120953	-	MDS033	SLC10A2	PSENEN	ASBT|IBAT|ISBT|NTCP2|PBAM	MSTP064|PEN-2|PEN2	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q12908	-	NP_000443	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2722418	92359	55851	124940	120953	UNQ588/PRO1158	MDS033	CRB3	PSENEN	-	MSTP064|PEN-2|PEN2	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9BUF7	-	NP_777377|NP_631900	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2729551	345274	55851	131345	120953	-	MDS033	SLC10A6	PSENEN	SOAT	MSTP064|PEN-2|PEN2	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q3KNW5	-	NP_932069	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3028839	55851	54726	120953	120112	MDS033	-	PSENEN	OTUD4	MSTP064|PEN-2|PEN2	DUBA6|HIN1|HSHIN1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.831712376	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.831712376, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q01804	-	NP_001096123|NP_059963|NP_001352986	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3029778	55851	51096	120953	119285	MDS033	CDABP0061	PSENEN	UTP18	MSTP064|PEN-2|PEN2	CGI-48|WDR50	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.782222085	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.782222085, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q9Y5J1	-	NP_057085	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3032842	55851	157570	120953	127605	MDS033	-	PSENEN	ESCO2	MSTP064|PEN-2|PEN2	2410004I17Rik|EFO2|RBS	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999101374	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999101374, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q56NI9	-	NP_001017420	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3034149	55851	92140	120953	124913	MDS033	-	PSENEN	MTDH	MSTP064|PEN-2|PEN2	3D3|AEG-1|AEG1|LYRIC|LYRIC/3D3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.781369818	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.781369818, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q86UE4	A0A024R9D2	NP_001350068|NP_001350066|NP_001350067|NP_848927|NP_001350065	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3041277	55851	6924	120953	112786	MDS033	MSTP059	PSENEN	TCEB3	MSTP064|PEN-2|PEN2	EloA|SIII|SIII p110|TCEB3A	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.973854875	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.973854875, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q14241	-	NP_003189	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3041388	55851	84950	120953	124382	MDS033	RP5-965L7.1	PSENEN	PRPF38A	MSTP064|PEN-2|PEN2	Prp38	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.970020257	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.970020257, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q8NAV1	-	NP_116253	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3041920	55851	57466	120953	121536	MDS033	-	PSENEN	SCAF4	MSTP064|PEN-2|PEN2	SFRS15|SRA4	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.751342003	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.751342003, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	O95104	-	NP_065757|NP_001138916|NP_001138917	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3044053	55851	88745	120953	124584	MDS033	HSPC253	PSENEN	RRP36	MSTP064|PEN-2|PEN2	C6orf153|dJ20C7.4	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.876560051	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.876560051, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q96EU6	-	NP_001316633|NP_149103	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3045551	55851	2963	120953	109218	MDS033	-	PSENEN	GTF2F2	MSTP064|PEN-2|PEN2	BTF4|RAP30|TF2F2|TFIIF	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.973282936	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.973282936, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	P13984	A0A024RDU9	NP_004119	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3046357	55851	79884	120953	122969	MDS033	-	PSENEN	MAP9	MSTP064|PEN-2|PEN2	ASAP	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.812761778	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.812761778, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q49MG5	Q05CN5	NP_001034669	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3046529	55851	157697	120953	127615	MDS033	HSPC319	PSENEN	ERICH1	MSTP064|PEN-2|PEN2	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999782364	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999782364, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q86X53	B4DMI5	NP_001290029|NP_997215	-	-	-	-	-	-	Homo sapiens	Homo sapiens
