#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
282071	51107	5663	119296	111642	RP4-790G17.3	-	APH1A	PSEN1	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3|FAD|PS-1|PS1|S182	Co-fractionation	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282072	5663	51107	111642	119296	-	RP4-790G17.3	PSEN1	APH1A	AD3|FAD|PS-1|PS1|S182	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-Western	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282075	51107	5663	119296	111642	RP4-790G17.3	-	APH1A	PSEN1	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282076	51107	5664	119296	111643	RP4-790G17.3	-	APH1A	PSEN2	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3L|AD4|CMD1V|PS2|STM2	Affinity Capture-Western	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49810	-	NP_036618|NP_000438	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282077	51107	23385	119296	116961	RP4-790G17.3	RP11-517F10.1	APH1A	NCSTN	6530402N02Rik|APH-1|APH-1A|CGI-78	ATAG1874	Affinity Capture-Western	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282078	23385	51107	116961	119296	RP11-517F10.1	RP4-790G17.3	NCSTN	APH1A	ATAG1874	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-Western	physical	Gu Y (2003)	PUBMED:12471034	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
283015	51107	5663	119296	111642	RP4-790G17.3	-	APH1A	PSEN1	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Lee SF (2002)	PUBMED:12297508	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
283016	51107	5664	119296	111643	RP4-790G17.3	-	APH1A	PSEN2	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3L|AD4|CMD1V|PS2|STM2	Affinity Capture-Western	physical	Lee SF (2002)	PUBMED:12297508	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49810	-	NP_036618|NP_000438	-	-	-	-	-	-	Homo sapiens	Homo sapiens
283017	51107	23385	119296	116961	RP4-790G17.3	RP11-517F10.1	APH1A	NCSTN	6530402N02Rik|APH-1|APH-1A|CGI-78	ATAG1874	Affinity Capture-Western	physical	Lee SF (2002)	PUBMED:12297508	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
283018	23385	51107	116961	119296	RP11-517F10.1	RP4-790G17.3	NCSTN	APH1A	ATAG1874	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-Western	physical	Lee SF (2002)	PUBMED:12297508	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
663589	1994	51107	108309	119296	-	RP4-790G17.3	ELAVL1	APH1A	ELAV1|HUR|Hua|MelG	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-RNA	physical	Abdelmohsen K (2009)	PUBMED:19322201	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15717	-	NP_001410	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
796499	51107	23385	119296	116961	RP4-790G17.3	RP11-517F10.1	APH1A	NCSTN	6530402N02Rik|APH-1|APH-1A|CGI-78	ATAG1874	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796500	51107	55851	119296	120953	RP4-790G17.3	MDS033	APH1A	PSENEN	6530402N02Rik|APH-1|APH-1A|CGI-78	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796501	51107	51107	119296	119296	RP4-790G17.3	RP4-790G17.3	APH1A	APH1A	6530402N02Rik|APH-1|APH-1A|CGI-78	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796502	51107	5663	119296	111642	RP4-790G17.3	-	APH1A	PSEN1	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796503	51107	5664	119296	111643	RP4-790G17.3	-	APH1A	PSEN2	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3L|AD4|CMD1V|PS2|STM2	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49810	-	NP_036618|NP_000438	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796506	5663	51107	111642	119296	-	RP4-790G17.3	PSEN1	APH1A	AD3|FAD|PS-1|PS1|S182	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796511	5664	51107	111643	119296	-	RP4-790G17.3	PSEN2	APH1A	AD3L|AD4|CMD1V|PS2|STM2	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49810	-	NP_036618|NP_000438	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
882575	2740	51107	109002	119296	-	RP4-790G17.3	GLP1R	APH1A	-	6530402N02Rik|APH-1|APH-1A|CGI-78	PCA	physical	Huang X (2013)	PUBMED:23864651	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P43220	-	NP_002053	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
882613	2740	51107	109002	119296	-	RP4-790G17.3	GLP1R	APH1A	-	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-Western	physical	Huang X (2013)	PUBMED:23864651	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P43220	-	NP_002053	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
891758	51107	3096	119296	109343	RP4-790G17.3	RP3-451B15.2	APH1A	HIVEP1	6530402N02Rik|APH-1|APH-1A|CGI-78	CIRIP|CRYBP1|GAAP|MBP-1|PRDII-BF1|Schnurri-1|ZAS1|ZNF40|ZNF40A	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P15822	-	NP_002105	-	-	-	-	-	-	Homo sapiens	Homo sapiens
891833	51107	7088	119296	112943	RP4-790G17.3	RP11-203D19.1	APH1A	TLE1	6530402N02Rik|APH-1|APH-1A|CGI-78	ESG|ESG1|GRG1	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q04724	-	NP_005068|NP_001290032|NP_001290033	-	-	-	-	-	-	Homo sapiens	Homo sapiens
891858	51107	23543	119296	117087	RP4-790G17.3	RP1-41P2.9	APH1A	RBFOX2	6530402N02Rik|APH-1|APH-1A|CGI-78	FOX2|Fox-2|HNRBP2|HRNBP2|RBM9|RTA|dJ106I20.3|fxh	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	O43251	-	NP_001076048|NP_001076047|NP_001076046|NP_001076045|NP_055124|NP_001026865	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892067	51107	468	119296	106958	RP4-790G17.3	-	APH1A	ATF4	6530402N02Rik|APH-1|APH-1A|CGI-78	CREB-2|CREB2|TAXREB67|TXREB	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P18848	Q96AQ3	NP_001666|NP_877962	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892068	51107	3280	119296	109514	RP4-790G17.3	-	APH1A	HES1	6530402N02Rik|APH-1|APH-1A|CGI-78	HES-1|HHL|HRY|bHLHb39	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q14469	-	NP_005515	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892069	51107	7066	119296	112922	RP4-790G17.3	-	APH1A	THPO	6530402N02Rik|APH-1|APH-1A|CGI-78	MGDF|MKCSF|ML|MPLLG|THCYT1|TPO	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P40225	F8W6L1|Q5FBX8	NP_001276926|NP_001276927|NP_001276932|NP_001171069|NP_001276957|NP_001276956|NP_001276955|NP_000451|NP_001171068|NP_001276951	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892070	51107	8462	119296	114040	RP4-790G17.3	-	APH1A	KLF11	6530402N02Rik|APH-1|APH-1A|CGI-78	FKLF|FKLF1|MODY7|TIEG2|Tieg3	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	O14901	Q53QU8|B7ZAX4	NP_001171189|NP_003588|NP_001171187	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892071	51107	8553	119296	114123	RP4-790G17.3	-	APH1A	BHLHE40	6530402N02Rik|APH-1|APH-1A|CGI-78	BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|Stra14	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	O14503	Q6IB83	NP_003661	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892072	51107	23131	119296	116749	RP4-790G17.3	-	APH1A	GPATCH8	6530402N02Rik|APH-1|APH-1A|CGI-78	GPATC8|KIAA0553	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q9UKJ3	-	NP_001002909|NP_001291872|NP_001291871|NP_001291870|NP_001291868|NP_001291869	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950747	51107	11160	119296	116331	RP4-790G17.3	UNQ2441	APH1A	ERLIN2	6530402N02Rik|APH-1|APH-1A|CGI-78	C8orf2|Erlin-2|NET32|SPFH2|SPG18	Affinity Capture-MS	physical	Teranishi Y (2012)	PUBMED:22771797	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	O94905	-	NP_009106|NP_001003791|NP_001003790	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950751	51107	11160	119296	116331	RP4-790G17.3	UNQ2441	APH1A	ERLIN2	6530402N02Rik|APH-1|APH-1A|CGI-78	C8orf2|Erlin-2|NET32|SPFH2|SPG18	Affinity Capture-Western	physical	Teranishi Y (2012)	PUBMED:22771797	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	O94905	-	NP_009106|NP_001003791|NP_001003790	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032037	51107	19165	119296	202415	RP4-790G17.3	-	APH1A	Psen2	6530402N02Rik|APH-1|APH-1A|CGI-78	ALG-3|Ad4h|Alg3|PS-2|PS2|Psnl2|STM2	Affinity Capture-Western	physical	Suzuki Y (2009)	PUBMED:19376115	9606	10090	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q61144	Q3U4P5	NP_001122077|NP_035313	-	-	-	-	-	-	Homo sapiens	Mus musculus
1032038	51107	19164	119296	202414	RP4-790G17.3	-	APH1A	Psen1	6530402N02Rik|APH-1|APH-1A|CGI-78	Ad3h|PS-1|PS1|S182	Affinity Capture-Western	physical	Suzuki Y (2009)	PUBMED:19376115	9606	10090	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49769	Q3UYK2	NP_032969	-	-	-	-	-	-	Homo sapiens	Mus musculus
1032039	51107	55851	119296	120953	RP4-790G17.3	MDS033	APH1A	PSENEN	6530402N02Rik|APH-1|APH-1A|CGI-78	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Suzuki Y (2009)	PUBMED:19376115	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032040	51107	23385	119296	116961	RP4-790G17.3	RP11-517F10.1	APH1A	NCSTN	6530402N02Rik|APH-1|APH-1A|CGI-78	ATAG1874	Affinity Capture-Western	physical	Suzuki Y (2009)	PUBMED:19376115	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1052020	4343	51107	110484	119296	RP11-426L16.2	RP4-790G17.3	MOV10	APH1A	fSAP113|gb110	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-RNA	physical	Castello A (2012)	PUBMED:22658674	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9HCE1	Q5JR04	NP_001273001|NP_001308253|NP_066014|NP_001123551|NP_001356436	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1052966	10482	51107	115745	119296	-	RP4-790G17.3	NXF1	APH1A	MEX67|TAP	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-RNA	physical	Castello A (2012)	PUBMED:22658674	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UBU9	Q59E96	NP_006353|NP_001074960	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1059519	51107	5663	119296	111642	RP4-790G17.3	-	APH1A	PSEN1	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Sato T (2007)	PUBMED:17911105	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1059520	51107	55851	119296	120953	RP4-790G17.3	MDS033	APH1A	PSENEN	6530402N02Rik|APH-1|APH-1A|CGI-78	MSTP064|PEN-2|PEN2	Affinity Capture-Western	physical	Sato T (2007)	PUBMED:17911105	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q9NZ42	-	NP_758844|NP_001268461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1059521	51107	23385	119296	116961	RP4-790G17.3	RP11-517F10.1	APH1A	NCSTN	6530402N02Rik|APH-1|APH-1A|CGI-78	ATAG1874	Affinity Capture-Western	physical	Sato T (2007)	PUBMED:17911105	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1104860	55851	51107	120953	119296	MDS033	RP4-790G17.3	PSENEN	APH1A	MSTP064|PEN-2|PEN2	6530402N02Rik|APH-1|APH-1A|CGI-78	Affinity Capture-Western	physical	Yonemura Y (2011)	PUBMED:22074918	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1438197	10488	51107	115751	119296	-	RP4-790G17.3	CREB3	APH1A	LUMAN|LZIP|sLZIP	6530402N02Rik|APH-1|APH-1A|CGI-78	Two-hybrid	physical	Yu H (2011)	PUBMED:21516116	9606	9606	High Throughput	-	-	-	-	BIOGRID	O43889	-	NP_006359	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2399199	51107	23385	119296	116961	RP4-790G17.3	RP11-517F10.1	APH1A	NCSTN	6530402N02Rik|APH-1|APH-1A|CGI-78	ATAG1874	Affinity Capture-Western	physical	Kuo LH (2008)	PUBMED:18667537	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2399200	51107	5663	119296	111642	RP4-790G17.3	-	APH1A	PSEN1	6530402N02Rik|APH-1|APH-1A|CGI-78	AD3|FAD|PS-1|PS1|S182	Affinity Capture-Western	physical	Kuo LH (2008)	PUBMED:18667537	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	P49768	A0A024R6A3	NP_000012|NP_015557	-	-	-	-	-	-	Homo sapiens	Homo sapiens
